BOROUGH_NAME,BUILDING CLASS CATEGORY,ZIP CODE,AGE,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,RESIDENTIAL UNITS,COMMERCIAL UNITS
Brooklyn,03 THREE FAMILY DWELLINGS,11232.0,100.0,3.0,2003.0,2000.0,3.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10307.0,42.0,2.0,14004.0,2940.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,73.0,1.0,13700.0,1541.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10309.0,41.0,1.0,16000.0,3200.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11411.0,85.0,1.0,4000.0,1300.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10314.0,50.0,1.0,2950.0,1152.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11385.0,75.0,1.0,2500.0,1448.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11379.0,85.0,1.0,1600.0,960.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11368.0,105.0,2.0,2850.0,2136.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11434.0,80.0,2.0,6102.0,2850.0,2.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11369.0,105.0,3.0,3200.0,3118.0,3.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11231.0,115.0,3.0,1667.0,3108.0,3.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11220.0,115.0,2.0,1820.0,2184.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10305.0,21.0,1.0,1600.0,2260.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11364.0,70.0,1.0,3000.0,1224.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11356.0,100.0,2.0,2800.0,1974.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11412.0,105.0,1.0,2500.0,1584.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11221.0,124.0,2.0,1700.0,2142.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11429.0,95.0,1.0,3325.0,1281.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11436.0,75.0,1.0,3673.0,1031.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11101.0,105.0,1.0,2149.0,740.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11421.0,105.0,1.0,2258.0,1629.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11221.0,126.0,2.0,2000.0,2520.0,2.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11385.0,115.0,3.0,1604.0,2790.0,3.0,0.0
Brooklyn,05 TAX CLASS 1 VACANT LAND,11233.0,,,1667.0,,0.0,0.0
Manhattan,02 TWO FAMILY DWELLINGS,10128.0,105.0,2.0,1728.0,4166.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11358.0,85.0,2.0,4000.0,2430.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11373.0,100.0,2.0,2325.0,1751.0,2.0,0.0
Bronx,22 STORE BUILDINGS,10453.0,100.0,6.0,7500.0,6300.0,0.0,6.0
Brooklyn,02 TWO FAMILY DWELLINGS,11215.0,95.0,2.0,1845.0,1098.0,2.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11221.0,115.0,3.0,2000.0,3360.0,3.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11385.0,75.0,1.0,1995.0,1260.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11209.0,100.0,2.0,2787.0,2404.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10301.0,75.0,1.0,8650.0,1450.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11004.0,75.0,1.0,4600.0,2283.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11365.0,95.0,1.0,2220.0,784.0,1.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10461.0,70.0,1.0,1817.0,1665.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11221.0,126.0,2.0,2090.0,3200.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,100.0,1.0,3000.0,720.0,1.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10455.0,34.0,2.0,2000.0,2000.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11434.0,95.0,1.0,3977.0,1130.0,1.0,0.0
Queens,21 OFFICE BUILDINGS,11101.0,23.0,1.0,5010.0,29794.0,0.0,1.0
Bronx,02 TWO FAMILY DWELLINGS,10473.0,38.0,2.0,2800.0,1540.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11208.0,124.0,2.0,1317.0,1560.0,2.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10465.0,75.0,1.0,2976.0,954.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11357.0,80.0,1.0,4000.0,1222.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11378.0,21.0,2.0,2100.0,2100.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10305.0,65.0,1.0,4360.0,1456.0,1.0,0.0
Queens,05 TAX CLASS 1 VACANT LAND,11414.0,,,2000.0,,0.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11209.0,100.0,1.0,1942.0,1938.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,85.0,1.0,4000.0,1216.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11357.0,80.0,1.0,1760.0,1440.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11413.0,75.0,1.0,4000.0,1105.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11228.0,90.0,2.0,2200.0,1771.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11426.0,75.0,2.0,4000.0,1920.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11419.0,110.0,2.0,2500.0,1596.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11433.0,100.0,1.0,2500.0,1241.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11235.0,95.0,1.0,1072.0,1452.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11412.0,100.0,2.0,2600.0,1568.0,2.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10466.0,65.0,2.0,2508.0,2761.0,2.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11226.0,124.0,8.0,3000.0,6569.0,8.0,0.0
Bronx,30 WAREHOUSES,10466.0,51.0,1.0,5000.0,4000.0,0.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11436.0,95.0,1.0,2125.0,952.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11355.0,124.0,1.0,3750.0,1674.0,1.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11355.0,65.0,3.0,1513.0,2700.0,3.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11208.0,126.0,2.0,1833.0,2484.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11219.0,45.0,3.0,2003.0,3720.0,2.0,1.0
Queens,03 THREE FAMILY DWELLINGS,11377.0,62.0,3.0,1540.0,2934.0,3.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11691.0,115.0,1.0,1900.0,880.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11364.0,85.0,1.0,4018.0,1216.0,1.0,0.0
Brooklyn,14 RENTALS - 4-10 UNIT,11215.0,104.0,7.0,1680.0,5380.0,6.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11434.0,75.0,1.0,4081.0,2033.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11221.0,126.0,2.0,1500.0,2100.0,2.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11204.0,101.0,4.0,2500.0,3040.0,4.0,0.0
Bronx,06 TAX CLASS 1 - OTHER,10465.0,,,2500.0,,0.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11226.0,110.0,2.0,1803.0,1620.0,2.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10471.0,95.0,1.0,3408.0,1464.0,1.0,0.0
Queens,07 RENTALS - WALKUP APARTMENTS,11423.0,95.0,4.0,2442.0,2060.0,4.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11214.0,95.0,2.0,2250.0,2052.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10309.0,40.0,1.0,3300.0,2146.0,1.0,0.0
Bronx,07 RENTALS - WALKUP APARTMENTS,10468.0,103.0,28.0,6500.0,24500.0,28.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11374.0,80.0,2.0,2000.0,1920.0,2.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11219.0,100.0,3.0,6010.0,2905.0,3.0,0.0
Brooklyn,29 COMMERCIAL GARAGES,11208.0,,,3000.0,,0.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10305.0,1.0,2.0,3475.0,2474.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11368.0,105.0,2.0,2000.0,1530.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11434.0,85.0,1.0,2281.0,946.0,1.0,0.0
Brooklyn,31 COMMERCIAL VACANT LAND,11238.0,,,1365.0,,0.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11694.0,75.0,2.0,6000.0,2310.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11369.0,85.0,1.0,1900.0,1960.0,1.0,0.0
Brooklyn,14 RENTALS - 4-10 UNIT,11231.0,100.0,8.0,1713.0,6300.0,6.0,2.0
Queens,01 ONE FAMILY DWELLINGS,11357.0,95.0,1.0,3575.0,1338.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11420.0,80.0,2.0,4000.0,1437.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11213.0,115.0,2.0,1800.0,3224.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11208.0,115.0,2.0,1877.0,1668.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11229.0,90.0,2.0,2000.0,1955.0,2.0,0.0
Manhattan,08 RENTALS - ELEVATOR APARTMENTS,10023.0,125.0,15.0,5523.0,13380.0,15.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11365.0,80.0,1.0,3880.0,1169.0,1.0,0.0
Manhattan,21 OFFICE BUILDINGS,10022.0,95.0,4.0,3015.0,20210.0,0.0,4.0
Queens,02 TWO FAMILY DWELLINGS,11433.0,124.0,2.0,2250.0,1400.0,2.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10461.0,105.0,2.0,2808.0,2180.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10310.0,120.0,1.0,15400.0,2550.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11370.0,70.0,2.0,2700.0,1892.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11207.0,105.0,2.0,2000.0,1560.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11207.0,35.0,1.0,1838.0,1116.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11375.0,100.0,1.0,2367.0,1411.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11366.0,75.0,1.0,4000.0,1283.0,1.0,0.0
Queens,22 STORE BUILDINGS,11385.0,94.0,1.0,3000.0,3260.0,0.0,1.0
Bronx,05 TAX CLASS 1 VACANT LAND,10462.0,,,2079.0,,0.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,55.0,1.0,3000.0,1600.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,55.0,1.0,3000.0,1724.0,1.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10461.0,65.0,2.0,2375.0,2015.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,60.0,1.0,4371.0,1170.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11204.0,105.0,2.0,2200.0,2088.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11435.0,95.0,1.0,2000.0,868.0,1.0,0.0
Bronx,21 OFFICE BUILDINGS,10465.0,72.0,1.0,2500.0,836.0,0.0,1.0
Brooklyn,01 ONE FAMILY DWELLINGS,11208.0,36.0,1.0,1800.0,1116.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10314.0,38.0,1.0,2214.0,1404.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11236.0,65.0,1.0,1600.0,1120.0,1.0,0.0
Manhattan,21 OFFICE BUILDINGS,10016.0,110.0,12.0,11356.0,150686.0,0.0,12.0
Queens,07 RENTALS - WALKUP APARTMENTS,11101.0,96.0,6.0,2500.0,3930.0,6.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11412.0,105.0,2.0,2500.0,1568.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11101.0,75.0,1.0,1800.0,1812.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11212.0,95.0,2.0,2060.0,2020.0,2.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11207.0,115.0,3.0,2000.0,3000.0,3.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,85.0,1.0,4750.0,722.0,1.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10467.0,126.0,2.0,1574.0,3552.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11103.0,90.0,2.0,1842.0,1620.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,46.0,1.0,3000.0,1200.0,1.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11216.0,124.0,4.0,1875.0,3224.0,4.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11221.0,94.0,6.0,2500.0,4125.0,6.0,0.0
Brooklyn,14 RENTALS - 4-10 UNIT,11217.0,105.0,6.0,2000.0,5000.0,5.0,1.0
Manhattan,14 RENTALS - 4-10 UNIT,10013.0,110.0,7.0,3148.0,11944.0,6.0,1.0
Queens,02 TWO FAMILY DWELLINGS,11692.0,27.0,2.0,3100.0,1892.0,2.0,0.0
Queens,08 RENTALS - ELEVATOR APARTMENTS,11355.0,14.0,20.0,5700.0,17333.0,20.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11357.0,75.0,1.0,3977.0,1428.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11433.0,105.0,1.0,2000.0,1240.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11209.0,100.0,1.0,2400.0,1886.0,1.0,0.0
Queens,31 COMMERCIAL VACANT LAND,11378.0,,,270.0,,0.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11436.0,28.0,1.0,3000.0,1800.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11223.0,95.0,2.0,2525.0,2720.0,2.0,0.0
Manhattan,08 RENTALS - ELEVATOR APARTMENTS,10023.0,97.0,92.0,6130.0,87150.0,88.0,4.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11237.0,10.0,11.0,3500.0,8200.0,10.0,1.0
Manhattan,26 OTHER HOTELS,10005.0,123.0,2.0,6497.0,119467.0,0.0,2.0
Staten Island,02 TWO FAMILY DWELLINGS,10312.0,20.0,2.0,5965.0,2070.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11357.0,75.0,1.0,4624.0,1596.0,1.0,0.0
Brooklyn,11 SPECIAL CONDO BILLING LOTS,11201.0,8.0,458.0,21474.0,472115.0,458.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11423.0,100.0,1.0,6000.0,1818.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11427.0,90.0,1.0,2000.0,1430.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11432.0,95.0,2.0,3000.0,1261.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11204.0,95.0,2.0,2000.0,2208.0,2.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11237.0,94.0,6.0,1800.0,4800.0,6.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11354.0,65.0,2.0,2800.0,1619.0,2.0,0.0
Bronx,03 THREE FAMILY DWELLINGS,10465.0,105.0,3.0,5000.0,2496.0,3.0,0.0
Queens,07 RENTALS - WALKUP APARTMENTS,11373.0,49.0,4.0,2000.0,3170.0,4.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10314.0,50.0,2.0,4838.0,2608.0,2.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11206.0,94.0,4.0,2000.0,2700.0,4.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,50.0,1.0,2400.0,1536.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11432.0,105.0,1.0,4000.0,2358.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11201.0,126.0,2.0,2000.0,2470.0,2.0,0.0
Brooklyn,37 RELIGIOUS FACILITIES,11221.0,94.0,1.0,8650.0,17840.0,0.0,1.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,80.0,1.0,5600.0,2702.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11222.0,126.0,3.0,2500.0,3048.0,3.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11215.0,94.0,4.0,1440.0,3384.0,4.0,0.0
Bronx,05 TAX CLASS 1 VACANT LAND,10471.0,,,3778.0,,0.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11221.0,94.0,6.0,2500.0,4125.0,6.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11356.0,105.0,2.0,2500.0,1748.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10305.0,2.0,1.0,3783.0,2266.0,1.0,0.0
Bronx,22 STORE BUILDINGS,10456.0,94.0,4.0,15885.0,14800.0,0.0,4.0
Queens,02 TWO FAMILY DWELLINGS,11378.0,115.0,2.0,2500.0,2176.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11233.0,126.0,2.0,1440.0,2600.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11369.0,110.0,1.0,1517.0,864.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11691.0,70.0,2.0,2303.0,1840.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11417.0,105.0,1.0,2094.0,960.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10314.0,70.0,1.0,5000.0,1205.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11366.0,85.0,1.0,4000.0,2340.0,1.0,0.0
Manhattan,08 RENTALS - ELEVATOR APARTMENTS,10035.0,104.0,41.0,11990.0,59269.0,40.0,1.0
Bronx,07 RENTALS - WALKUP APARTMENTS,10456.0,107.0,31.0,8090.0,30385.0,31.0,0.0
Manhattan,21 OFFICE BUILDINGS,10014.0,125.0,1.0,2500.0,9250.0,0.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11413.0,80.0,1.0,5067.0,1038.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,70.0,1.0,4400.0,983.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11217.0,126.0,3.0,2000.0,3600.0,3.0,0.0
Brooklyn,14 RENTALS - 4-10 UNIT,11237.0,94.0,5.0,1875.0,4200.0,4.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11416.0,105.0,1.0,2090.0,1276.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11413.0,80.0,1.0,1613.0,960.0,1.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10469.0,75.0,1.0,1800.0,1620.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11219.0,100.0,2.0,2675.0,2200.0,2.0,0.0
Staten Island,29 COMMERCIAL GARAGES,10314.0,71.0,1.0,5950.0,4000.0,0.0,1.0
Queens,02 TWO FAMILY DWELLINGS,11379.0,60.0,2.0,3550.0,2846.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11374.0,93.0,1.0,2000.0,1330.0,1.0,0.0
Manhattan,07 RENTALS - WALKUP APARTMENTS,10003.0,125.0,10.0,1787.0,5072.0,9.0,1.0
Staten Island,01 ONE FAMILY DWELLINGS,10301.0,75.0,1.0,5920.0,875.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,95.0,1.0,5500.0,1308.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11219.0,94.0,1.0,5000.0,4623.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11223.0,80.0,1.0,3000.0,2044.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10309.0,35.0,1.0,1310.0,1435.0,1.0,0.0
Bronx,03 THREE FAMILY DWELLINGS,10466.0,50.0,3.0,4100.0,3232.0,3.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11379.0,95.0,1.0,1920.0,1320.0,1.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11212.0,95.0,4.0,2500.0,3198.0,4.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10309.0,39.0,2.0,10000.0,2832.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10308.0,65.0,1.0,6000.0,2496.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10314.0,105.0,1.0,2940.0,1260.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11216.0,21.0,3.0,2167.0,4550.0,2.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11432.0,85.0,1.0,4160.0,1766.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11365.0,105.0,2.0,4000.0,1700.0,2.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11368.0,60.0,3.0,1700.0,2680.0,3.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11221.0,126.0,3.0,1733.0,2079.0,3.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11692.0,105.0,1.0,3680.0,1391.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10307.0,60.0,1.0,4750.0,1100.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11416.0,105.0,2.0,2302.0,1600.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11367.0,100.0,1.0,2400.0,1456.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11203.0,105.0,1.0,2000.0,1280.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11354.0,45.0,1.0,4520.0,2046.0,1.0,0.0
Brooklyn,14 RENTALS - 4-10 UNIT,11217.0,125.0,4.0,1760.0,3520.0,3.0,1.0
Manhattan,01 ONE FAMILY DWELLINGS,10028.0,124.0,1.0,1533.0,3015.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11418.0,124.0,2.0,4650.0,2716.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11207.0,124.0,2.0,4000.0,1716.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11421.0,94.0,3.0,2106.0,3300.0,2.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11691.0,105.0,1.0,7054.0,1858.0,1.0,0.0
Brooklyn,41 TAX CLASS 4 - OTHER,11206.0,,,1375.0,,0.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11234.0,90.0,1.0,1800.0,1060.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11208.0,115.0,1.0,3298.0,1504.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11105.0,95.0,2.0,2442.0,2600.0,2.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10301.0,120.0,2.0,2500.0,1763.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11215.0,105.0,1.0,1700.0,1662.0,1.0,0.0
Manhattan,07 RENTALS - WALKUP APARTMENTS,10024.0,115.0,17.0,2720.0,12090.0,12.0,5.0
Brooklyn,14 RENTALS - 4-10 UNIT,11218.0,95.0,4.0,1734.0,2040.0,2.0,2.0
Brooklyn,02 TWO FAMILY DWELLINGS,11236.0,105.0,2.0,1800.0,1312.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11385.0,65.0,2.0,2000.0,2920.0,2.0,0.0
Manhattan,22 STORE BUILDINGS,10011.0,105.0,4.0,9875.0,38100.0,0.0,4.0
Brooklyn,03 THREE FAMILY DWELLINGS,11213.0,115.0,3.0,2405.0,2340.0,3.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10467.0,65.0,2.0,2314.0,3032.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11426.0,80.0,1.0,4000.0,1080.0,1.0,0.0
Manhattan,08 RENTALS - ELEVATOR APARTMENTS,10031.0,125.0,54.0,6800.0,34755.0,48.0,6.0
Queens,01 ONE FAMILY DWELLINGS,11355.0,80.0,1.0,4000.0,1300.0,1.0,0.0
Queens,07 RENTALS - WALKUP APARTMENTS,11379.0,47.0,7.0,3583.0,5804.0,7.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11434.0,80.0,1.0,4000.0,1281.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10314.0,45.0,2.0,4068.0,1872.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11436.0,95.0,1.0,2375.0,976.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10310.0,105.0,1.0,1950.0,1105.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10314.0,80.0,1.0,4280.0,1657.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11426.0,70.0,1.0,4000.0,1457.0,1.0,0.0
Bronx,03 THREE FAMILY DWELLINGS,10473.0,75.0,3.0,3550.0,2760.0,3.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,28.0,1.0,2375.0,1500.0,1.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10473.0,85.0,2.0,2500.0,1900.0,2.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10465.0,70.0,1.0,2000.0,1224.0,1.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10469.0,115.0,2.0,4602.0,2114.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11204.0,95.0,1.0,1155.0,980.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11357.0,18.0,1.0,8443.0,4062.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11426.0,100.0,1.0,2436.0,1444.0,1.0,0.0
Queens,22 STORE BUILDINGS,11358.0,53.0,1.0,9170.0,5522.0,0.0,1.0
Bronx,03 THREE FAMILY DWELLINGS,10461.0,105.0,3.0,2400.0,2970.0,3.0,0.0
Bronx,08 RENTALS - ELEVATOR APARTMENTS,10462.0,89.0,85.0,19800.0,78000.0,85.0,0.0
Bronx,31 COMMERCIAL VACANT LAND,10457.0,,,14882.0,,0.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10304.0,105.0,1.0,2533.0,993.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11379.0,85.0,1.0,1800.0,1224.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11358.0,90.0,1.0,5000.0,2046.0,1.0,0.0
