BOROUGH_NAME,BUILDING CLASS CATEGORY,ZIP CODE,AGE,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,RESIDENTIAL UNITS,COMMERCIAL UNITS
Queens,01 ONE FAMILY DWELLINGS,11354.0,65.0,1.0,1914.0,1518.0,1.0,0.0
Brooklyn,14 RENTALS - 4-10 UNIT,11217.0,105.0,4.0,1373.0,4180.0,3.0,1.0
Bronx,01 ONE FAMILY DWELLINGS,10465.0,95.0,1.0,2358.0,582.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11693.0,90.0,1.0,2695.0,1000.0,1.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11423.0,8.0,3.0,3687.0,3597.0,3.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11691.0,75.0,1.0,5724.0,1656.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11379.0,70.0,1.0,1830.0,1498.0,1.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11208.0,100.0,6.0,1600.0,3600.0,6.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10309.0,45.0,1.0,7840.0,2816.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11421.0,105.0,1.0,2500.0,1377.0,1.0,0.0
Manhattan,08 RENTALS - ELEVATOR APARTMENTS,10014.0,10.0,33.0,8998.0,82638.0,33.0,0.0
Manhattan,22 STORE BUILDINGS,10034.0,41.0,2.0,5225.0,2433.0,0.0,2.0
Queens,02 TWO FAMILY DWELLINGS,11368.0,105.0,2.0,2000.0,1856.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11229.0,100.0,1.0,1800.0,1240.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11225.0,105.0,2.0,2450.0,2424.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11428.0,105.0,1.0,3000.0,1759.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11413.0,80.0,1.0,4000.0,900.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11385.0,100.0,1.0,1448.0,1344.0,1.0,0.0
Bronx,07 RENTALS - WALKUP APARTMENTS,10455.0,119.0,32.0,5400.0,19002.0,30.0,2.0
Brooklyn,05 TAX CLASS 1 VACANT LAND,11236.0,,,2100.0,,0.0,0.0
Manhattan,29 COMMERCIAL GARAGES,10029.0,,,1690.0,,0.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10306.0,60.0,2.0,4000.0,1720.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11357.0,110.0,2.0,3999.0,1644.0,2.0,0.0
Manhattan,07 RENTALS - WALKUP APARTMENTS,10024.0,125.0,10.0,2043.0,6195.0,10.0,0.0
Staten Island,05 TAX CLASS 1 VACANT LAND,10304.0,,,2425.0,,0.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11434.0,80.0,1.0,3400.0,1438.0,1.0,0.0
Brooklyn,14 RENTALS - 4-10 UNIT,11215.0,104.0,7.0,1584.0,4720.0,6.0,1.0
Bronx,01 ONE FAMILY DWELLINGS,10467.0,105.0,1.0,2525.0,1158.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11226.0,105.0,2.0,2575.0,4016.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11231.0,126.0,2.0,1933.0,2494.0,2.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10461.0,105.0,1.0,2500.0,1344.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11204.0,94.0,3.0,1210.0,3300.0,2.0,1.0
Queens,02 TWO FAMILY DWELLINGS,11417.0,8.0,2.0,6000.0,3596.0,2.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10307.0,20.0,2.0,3993.0,2821.0,2.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10461.0,100.0,1.0,4000.0,2556.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11411.0,80.0,1.0,3800.0,1177.0,1.0,0.0
Queens,22 STORE BUILDINGS,11691.0,94.0,2.0,15256.0,3485.0,1.0,1.0
Bronx,01 ONE FAMILY DWELLINGS,10465.0,85.0,1.0,4000.0,1048.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11422.0,70.0,2.0,4000.0,1584.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11368.0,105.0,2.0,2000.0,1728.0,2.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10466.0,65.0,2.0,1700.0,1840.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,37.0,1.0,688.0,936.0,1.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11377.0,55.0,3.0,2842.0,3364.0,3.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11210.0,100.0,1.0,3000.0,1472.0,1.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10469.0,70.0,1.0,1899.0,1280.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11217.0,95.0,3.0,2000.0,4240.0,2.0,1.0
Staten Island,01 ONE FAMILY DWELLINGS,10304.0,5.0,1.0,3300.0,2059.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11417.0,100.0,1.0,2500.0,1592.0,1.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11231.0,105.0,6.0,2008.0,3600.0,6.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11420.0,100.0,1.0,2500.0,1512.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11367.0,75.0,1.0,2000.0,1480.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10309.0,25.0,2.0,4800.0,2200.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11358.0,90.0,1.0,5000.0,2355.0,1.0,0.0
Staten Island,22 STORE BUILDINGS,10304.0,94.0,1.0,2800.0,2100.0,0.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11374.0,100.0,1.0,2400.0,1344.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10307.0,36.0,1.0,744.0,832.0,1.0,0.0
Bronx,14 RENTALS - 4-10 UNIT,10470.0,94.0,4.0,1550.0,3000.0,3.0,1.0
Queens,02 TWO FAMILY DWELLINGS,11419.0,115.0,2.0,1840.0,1122.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11207.0,105.0,2.0,2000.0,2700.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11377.0,80.0,2.0,1600.0,1620.0,2.0,0.0
Bronx,07 RENTALS - WALKUP APARTMENTS,10468.0,103.0,28.0,6500.0,24500.0,28.0,0.0
Bronx,29 COMMERCIAL GARAGES,10459.0,,,4833.0,,0.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11229.0,115.0,1.0,4000.0,2226.0,1.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11435.0,95.0,3.0,2496.0,1998.0,3.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11235.0,70.0,3.0,3000.0,2244.0,3.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11426.0,85.0,2.0,3705.0,2224.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11422.0,2.0,1.0,4455.0,2208.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11001.0,80.0,1.0,4000.0,1020.0,1.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10466.0,100.0,2.0,2860.0,2077.0,2.0,0.0
Brooklyn,11 SPECIAL CONDO BILLING LOTS,11201.0,8.0,458.0,21474.0,472115.0,458.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11229.0,100.0,1.0,3000.0,1492.0,1.0,0.0
Manhattan,21 OFFICE BUILDINGS,10018.0,96.0,10.0,7357.0,93661.0,0.0,10.0
Queens,01 ONE FAMILY DWELLINGS,11357.0,85.0,1.0,2280.0,1140.0,1.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10465.0,2.0,2.0,3734.0,2480.0,2.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11201.0,125.0,4.0,2183.0,4360.0,4.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11417.0,95.0,1.0,1742.0,1520.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11204.0,105.0,2.0,1800.0,1768.0,1.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11378.0,85.0,1.0,1860.0,1260.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11207.0,35.0,1.0,1800.0,1116.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11420.0,105.0,1.0,2500.0,1568.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11375.0,80.0,1.0,1800.0,1152.0,1.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10464.0,70.0,2.0,3960.0,1764.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11412.0,80.0,1.0,2500.0,1280.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11692.0,14.0,2.0,3074.0,2908.0,2.0,0.0
Bronx,31 COMMERCIAL VACANT LAND,10460.0,,,16892.0,,0.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11416.0,100.0,2.0,5000.0,1814.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10314.0,25.0,1.0,2400.0,1800.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11217.0,126.0,3.0,2000.0,3000.0,3.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11436.0,110.0,1.0,2000.0,1088.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11234.0,75.0,2.0,3000.0,2620.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11435.0,105.0,2.0,2700.0,2052.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11228.0,100.0,2.0,4000.0,2663.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11229.0,95.0,2.0,2500.0,2425.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11215.0,124.0,2.0,3005.0,1460.0,2.0,0.0
Brooklyn,14 RENTALS - 4-10 UNIT,11207.0,115.0,5.0,2058.0,3000.0,3.0,2.0
Queens,01 ONE FAMILY DWELLINGS,11364.0,75.0,1.0,2700.0,1224.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11203.0,115.0,2.0,4000.0,1940.0,2.0,0.0
Bronx,03 THREE FAMILY DWELLINGS,10461.0,95.0,3.0,3742.0,4572.0,3.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11210.0,95.0,1.0,2000.0,1500.0,1.0,0.0
Bronx,03 THREE FAMILY DWELLINGS,10472.0,95.0,3.0,2100.0,3960.0,3.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11220.0,75.0,1.0,832.0,892.0,1.0,0.0
Brooklyn,08 RENTALS - ELEVATOR APARTMENTS,11201.0,17.0,33.0,8750.0,34395.0,33.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11432.0,95.0,1.0,3800.0,2202.0,1.0,0.0
Queens,05 TAX CLASS 1 VACANT LAND,11414.0,,,3900.0,,0.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11229.0,80.0,1.0,3570.0,1182.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11411.0,80.0,1.0,4000.0,1260.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10305.0,115.0,2.0,4000.0,1565.0,2.0,0.0
Brooklyn,14 RENTALS - 4-10 UNIT,11222.0,97.0,7.0,2280.0,5200.0,6.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11422.0,65.0,1.0,2600.0,1224.0,1.0,0.0
Brooklyn,08 RENTALS - ELEVATOR APARTMENTS,11238.0,98.0,54.0,9455.0,51288.0,54.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11427.0,70.0,1.0,5000.0,812.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11417.0,95.0,1.0,2500.0,1280.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11209.0,95.0,2.0,2172.0,2520.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11358.0,90.0,1.0,4800.0,1916.0,1.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11691.0,94.0,2.0,4750.0,2500.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11234.0,29.0,1.0,2455.0,1442.0,1.0,0.0
Manhattan,21 OFFICE BUILDINGS,10018.0,108.0,19.0,4740.0,80500.0,0.0,19.0
Brooklyn,01 ONE FAMILY DWELLINGS,11236.0,85.0,1.0,2567.0,1690.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11228.0,100.0,1.0,2667.0,2224.0,1.0,0.0
Queens,06 TAX CLASS 1 - OTHER,11385.0,75.0,,2492.0,,0.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11204.0,94.0,4.0,3000.0,3344.0,4.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11218.0,26.0,3.0,2000.0,3120.0,3.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11212.0,39.0,1.0,2572.0,1116.0,1.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10465.0,60.0,2.0,3000.0,3400.0,2.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11236.0,105.0,2.0,2700.0,2280.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11427.0,95.0,1.0,3400.0,1420.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11361.0,80.0,1.0,4200.0,1286.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11368.0,105.0,1.0,2219.0,1080.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11434.0,100.0,1.0,1350.0,756.0,1.0,0.0
Manhattan,31 COMMERCIAL VACANT LAND,10035.0,,,4162.0,,0.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10456.0,13.0,2.0,1500.0,2400.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11379.0,95.0,1.0,4000.0,1320.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11413.0,100.0,1.0,4000.0,1176.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11379.0,80.0,1.0,1800.0,1260.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11429.0,70.0,1.0,1800.0,1683.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11413.0,75.0,1.0,4515.0,960.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11361.0,95.0,2.0,1888.0,1155.0,2.0,0.0
Manhattan,07 RENTALS - WALKUP APARTMENTS,10002.0,125.0,9.0,1599.0,6037.0,8.0,1.0
Staten Island,02 TWO FAMILY DWELLINGS,10304.0,35.0,2.0,1600.0,1312.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10301.0,1.0,1.0,4000.0,2231.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11208.0,115.0,3.0,2000.0,3120.0,3.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10309.0,30.0,1.0,2375.0,1400.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10301.0,85.0,1.0,7500.0,2868.0,1.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10471.0,95.0,1.0,8369.0,3306.0,1.0,0.0
Manhattan,08 RENTALS - ELEVATOR APARTMENTS,10035.0,104.0,41.0,11990.0,59269.0,40.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11412.0,85.0,1.0,4000.0,1451.0,1.0,0.0
Brooklyn,22 STORE BUILDINGS,11206.0,94.0,1.0,2500.0,5250.0,0.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11105.0,100.0,1.0,2456.0,1320.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10314.0,75.0,1.0,4000.0,1911.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11379.0,65.0,2.0,2300.0,2846.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11420.0,100.0,1.0,2000.0,896.0,1.0,0.0
Bronx,29 COMMERCIAL GARAGES,10458.0,,,5000.0,,0.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11429.0,65.0,1.0,1215.0,1632.0,1.0,0.0
Brooklyn,07 RENTALS - WALKUP APARTMENTS,11219.0,105.0,4.0,2650.0,3120.0,4.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10308.0,50.0,1.0,2600.0,1520.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10314.0,65.0,1.0,6000.0,1524.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11365.0,75.0,1.0,3897.0,1118.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11229.0,105.0,2.0,4000.0,3010.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10314.0,75.0,1.0,4040.0,1779.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11236.0,65.0,2.0,4167.0,2380.0,2.0,0.0
Brooklyn,14 RENTALS - 4-10 UNIT,11216.0,115.0,4.0,928.0,2312.0,3.0,1.0
Queens,02 TWO FAMILY DWELLINGS,11421.0,115.0,2.0,2000.0,2256.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11354.0,90.0,1.0,2500.0,1352.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11207.0,22.0,2.0,1890.0,2310.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11235.0,85.0,1.0,1800.0,2088.0,1.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10465.0,105.0,1.0,2500.0,1670.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11221.0,31.0,2.0,2133.0,2100.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11357.0,60.0,2.0,3750.0,3370.0,2.0,0.0
Queens,03 THREE FAMILY DWELLINGS,11105.0,95.0,3.0,2400.0,3120.0,3.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11436.0,105.0,1.0,2000.0,1008.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11435.0,100.0,1.0,3990.0,1248.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11204.0,115.0,2.0,1950.0,2432.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10314.0,75.0,1.0,6975.0,1105.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11429.0,100.0,1.0,3750.0,1104.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11428.0,85.0,1.0,2800.0,1800.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11433.0,100.0,1.0,1875.0,1279.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11235.0,85.0,2.0,2200.0,2126.0,2.0,0.0
Bronx,29 COMMERCIAL GARAGES,10454.0,73.0,1.0,1164.0,1040.0,0.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11363.0,95.0,1.0,8000.0,3056.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11204.0,60.0,3.0,2905.0,3265.0,3.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10307.0,30.0,1.0,656.0,997.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,75.0,1.0,11310.0,1316.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11106.0,29.0,2.0,1279.0,2301.0,2.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11234.0,60.0,3.0,2150.0,3013.0,3.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11228.0,100.0,1.0,1850.0,1344.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11235.0,70.0,1.0,6000.0,3562.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11379.0,50.0,2.0,2816.0,2536.0,2.0,0.0
Manhattan,02 TWO FAMILY DWELLINGS,10031.0,11.0,2.0,1665.0,3000.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10304.0,25.0,1.0,8692.0,4000.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,2.0,1.0,1900.0,1662.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11207.0,124.0,2.0,1800.0,2090.0,2.0,0.0
Manhattan,25 LUXURY HOTELS,10006.0,13.0,1.0,5165.0,142236.0,0.0,1.0
Brooklyn,01 ONE FAMILY DWELLINGS,11209.0,105.0,1.0,2000.0,1515.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11228.0,94.0,3.0,1900.0,4655.0,2.0,1.0
Manhattan,31 COMMERCIAL VACANT LAND,10011.0,,,4140.0,,0.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,38.0,1.0,2125.0,1420.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10306.0,80.0,2.0,4000.0,1316.0,2.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11418.0,115.0,3.0,1640.0,4256.0,2.0,1.0
Brooklyn,03 THREE FAMILY DWELLINGS,11233.0,126.0,3.0,2108.0,1320.0,3.0,0.0
Brooklyn,22 STORE BUILDINGS,11234.0,94.0,1.0,955.0,1600.0,0.0,1.0
Queens,01 ONE FAMILY DWELLINGS,11372.0,100.0,1.0,3200.0,1890.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11426.0,75.0,1.0,2500.0,896.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10304.0,13.0,1.0,14000.0,4066.0,1.0,0.0
Manhattan,08 RENTALS - ELEVATOR APARTMENTS,10019.0,12.0,96.0,12552.0,100142.0,96.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10301.0,85.0,1.0,7500.0,2168.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11433.0,94.0,3.0,2000.0,2000.0,2.0,1.0
Brooklyn,02 TWO FAMILY DWELLINGS,11228.0,75.0,2.0,2318.0,1928.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10304.0,105.0,1.0,3960.0,918.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11222.0,115.0,3.0,1800.0,2538.0,3.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10461.0,90.0,1.0,2423.0,1372.0,1.0,0.0
Manhattan,22 STORE BUILDINGS,10075.0,107.0,4.0,1088.0,4850.0,2.0,2.0
Queens,02 TWO FAMILY DWELLINGS,11369.0,100.0,2.0,2300.0,1503.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11234.0,65.0,1.0,4000.0,1968.0,1.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11208.0,115.0,3.0,1875.0,1728.0,3.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10465.0,55.0,2.0,3960.0,1980.0,2.0,0.0
Manhattan,07 RENTALS - WALKUP APARTMENTS,10014.0,95.0,8.0,1412.0,3985.0,7.0,1.0
Queens,07 RENTALS - WALKUP APARTMENTS,11378.0,94.0,4.0,3094.0,2000.0,4.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,65.0,1.0,6000.0,1244.0,1.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10467.0,124.0,2.0,1858.0,1364.0,2.0,0.0
Queens,29 COMMERCIAL GARAGES,11378.0,,,39000.0,,0.0,0.0
Manhattan,21 OFFICE BUILDINGS,10013.0,105.0,8.0,4032.0,28222.0,0.0,8.0
Brooklyn,14 RENTALS - 4-10 UNIT,11206.0,115.0,4.0,1875.0,4000.0,3.0,1.0
Queens,02 TWO FAMILY DWELLINGS,11422.0,100.0,2.0,3000.0,1672.0,2.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11203.0,105.0,1.0,1200.0,1120.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10303.0,37.0,1.0,1638.0,1595.0,1.0,0.0
Staten Island,05 TAX CLASS 1 VACANT LAND,10301.0,,,33796.0,,0.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11209.0,120.0,2.0,2000.0,2650.0,2.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10301.0,22.0,2.0,2600.0,1700.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11412.0,95.0,1.0,4000.0,1280.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,13.0,1.0,3944.0,1880.0,1.0,0.0
Manhattan,03 THREE FAMILY DWELLINGS,10024.0,125.0,3.0,1812.0,4488.0,3.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11234.0,70.0,2.0,2000.0,1600.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11412.0,95.0,1.0,4000.0,1260.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11365.0,80.0,1.0,4070.0,945.0,1.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11229.0,95.0,1.0,2000.0,1472.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10305.0,25.0,1.0,2400.0,1440.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10306.0,32.0,1.0,1914.0,1600.0,1.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10312.0,24.0,1.0,2800.0,1440.0,1.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11374.0,80.0,2.0,2928.0,2660.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11693.0,70.0,1.0,2298.0,1218.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11422.0,75.0,1.0,4000.0,1198.0,1.0,0.0
Bronx,07 RENTALS - WALKUP APARTMENTS,10453.0,115.0,4.0,5000.0,2200.0,4.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11413.0,105.0,2.0,5540.0,3350.0,2.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11361.0,95.0,1.0,2025.0,1408.0,1.0,0.0
Brooklyn,05 TAX CLASS 1 VACANT LAND,11207.0,,,1500.0,,0.0,0.0
Brooklyn,03 THREE FAMILY DWELLINGS,11207.0,124.0,3.0,1558.0,1962.0,3.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11367.0,85.0,1.0,4000.0,1320.0,1.0,0.0
Staten Island,02 TWO FAMILY DWELLINGS,10312.0,110.0,2.0,3920.0,1208.0,2.0,0.0
Bronx,07 RENTALS - WALKUP APARTMENTS,10461.0,95.0,4.0,2500.0,3200.0,4.0,0.0
Queens,02 TWO FAMILY DWELLINGS,11366.0,75.0,2.0,3000.0,1848.0,2.0,0.0
Bronx,02 TWO FAMILY DWELLINGS,10457.0,124.0,2.0,1888.0,1648.0,2.0,0.0
Staten Island,01 ONE FAMILY DWELLINGS,10309.0,78.0,1.0,9200.0,1020.0,1.0,0.0
Bronx,01 ONE FAMILY DWELLINGS,10471.0,9.0,1.0,4978.0,5200.0,1.0,0.0
Brooklyn,02 TWO FAMILY DWELLINGS,11217.0,120.0,3.0,2000.0,4225.0,2.0,1.0
Brooklyn,03 THREE FAMILY DWELLINGS,11236.0,65.0,3.0,3993.0,3892.0,3.0,0.0
Brooklyn,01 ONE FAMILY DWELLINGS,11210.0,100.0,1.0,4000.0,1809.0,1.0,0.0
Queens,01 ONE FAMILY DWELLINGS,11423.0,100.0,1.0,10000.0,2203.0,1.0,0.0
