BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,LOG_SALE_PRICE,BOROUGH_NAME
1,EAST VILLAGE,07 RENTALS - WALKUP APARTMENTS,2,469,42,,C7,243 EAST 13 STREET,,10003.0,18.0,2.0,20.0,3098.0,13878.0,1920.0,2,C7,26000000,05/07/2025,17.073607134447293,Manhattan
1,EAST VILLAGE,08 RENTALS - ELEVATOR APARTMENTS,2,440,49,,D6,421 EAST 12TH STREET,,10009.0,10.0,1.0,11.0,2512.0,10512.0,2001.0,2,D6,6000000,12/18/2024,15.607270193858982,Manhattan
1,EAST VILLAGE,08 RENTALS - ELEVATOR APARTMENTS,2,465,55,,D9,145 2 AVENUE,,10003.0,24.0,3.0,27.0,4147.0,25340.0,1920.0,2,D9,20350000,06/11/2025,16.828591518992926,Manhattan
1,EAST VILLAGE,14 RENTALS - 4-10 UNIT,2B,453,4,,S5,180 SECOND AVE,,10003.0,6.0,1.0,7.0,2583.0,11587.0,1910.0,2,S5,9200000,12/20/2024,16.034714150714915,Manhattan
1,EAST VILLAGE,22 STORE BUILDINGS,4,464,48,,K2,19-23 ST MARKS PLACE,,10003.0,0.0,5.0,5.0,8801.0,15851.0,1920.0,4,K2,27500000,11/08/2024,17.129696599000436,Manhattan
1,EAST VILLAGE,26 OTHER HOTELS,4,451,39,,H3,147 1 AVENUE,,10003.0,0.0,2.0,2.0,1656.0,8280.0,1900.0,4,H3,1700000,08/21/2025,14.346139397261565,Manhattan
1,EAST VILLAGE,31 COMMERCIAL VACANT LAND,4,447,32,,V1,89 1ST AVE,,10003.0,0.0,0.0,0.0,2425.0,0.0,,4,V1,4000000,06/10/2025,15.201805169084134,Manhattan
1,EAST VILLAGE,37 RELIGIOUS FACILITIES,4,435,42,,M1,121 EAST 7TH ST,,10009.0,1.0,1.0,2.0,2145.0,4579.0,1900.0,4,M1,2800000,06/26/2025,14.845130332288226,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,758,82,,O6,440 9 AVENUE,,10001.0,0.0,33.0,33.0,19634.0,342596.0,1927.0,4,O6,105000000,08/20/2025,18.46947091764561,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,761,62,,O5,350-352 WEST 38 STREET,,10018.0,0.0,5.0,5.0,4938.0,29628.0,1910.0,4,O5,11000000,07/14/2025,16.213405921671733,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,763,18,,O6,333 WEST 39 STREET,,10018.0,0.0,10.0,10.0,7357.0,93661.0,1929.0,4,O6,3979632,05/15/2025,15.196700161953643,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,779,26,,O8,223 WEST 29 STREET,,10001.0,1.0,1.0,2.0,2312.0,4721.0,1920.0,4,O8,6563107,07/11/2025,15.696974829209537,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,784,15,,O6,249 WEST 34 STREET,,10001.0,0.0,18.0,18.0,2254.0,14686.0,1925.0,4,O6,6625000,08/15/2025,15.706361080779946,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,786,23,,O9,229 WEST 36 STREET,,10018.0,0.0,15.0,15.0,11406.0,130000.0,1921.0,4,O9,19250000,05/22/2025,16.773021670646116,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,787,72,,O6,256 WEST 38 STREET,,10018.0,0.0,18.0,18.0,7357.0,96736.0,1924.0,4,O6,21500000,05/23/2025,16.88356353960952,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,804,67,,O6,"146 WEST 29TH STREET, 5E",,10001.0,0.0,4.0,4.0,6962.0,82454.0,1910.0,4,O6,1823063,08/11/2025,14.416029160011103,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,804,67,,O6,"146 WEST 29TH STREET, 5RE",,10001.0,0.0,4.0,4.0,6962.0,82454.0,1910.0,4,O6,1823063,08/11/2025,14.416029160011103,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,805,2,,O5,343 7 AVENUE,,10001.0,0.0,4.0,4.0,1861.0,5260.0,1920.0,4,O5,73000000,01/08/2025,18.105970012811294,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,806,1,,O4,363 7TH AVENUE,,10001.0,0.0,23.0,23.0,3469.0,83642.0,1930.0,4,O4,21340000,02/26/2025,16.876093850698236,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,811,16,,O6,"131 WEST 35TH STREET, 3RD F",,10001.0,0.0,14.0,14.0,7406.0,91777.0,1913.0,4,O6,2600000,01/16/2025,14.77102238760702,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,811,16,,O6,"131 WEST 35TH STREET, 4",,10001.0,0.0,14.0,14.0,7406.0,91777.0,1913.0,4,O6,2700000,03/19/2025,14.80876270134486,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,812,49,,O6,1370 BROADWAY,,10018.0,0.0,25.0,25.0,13300.0,234846.0,1922.0,4,O6,75250000,01/16/2025,18.136326474882296,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,812,56,,O5,1369 BROADWAY,,10018.0,0.0,6.0,6.0,3105.0,20500.0,1928.0,4,O5,5775793,07/15/2025,15.56918629409885,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,813,16,,O4,1375 BROADWAY,,10018.0,0.0,56.0,56.0,17725.0,464951.0,1927.0,4,O4,170403750,12/19/2024,18.953681185028007,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,831,42,,O6,276 FIFTH AVENUE,,10001.0,0.0,58.0,58.0,14812.0,133300.0,1920.0,4,O6,62023351,04/29/2025,17.943021517257673,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,833,40,,O6,304 5 AVENUE,,10001.0,1.0,8.0,9.0,2000.0,25480.0,2010.0,4,O6,9750000,05/15/2025,16.092777945538128,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,837,23,,O6,29 WEST 35TH STREET,,10001.0,0.0,16.0,16.0,6419.0,71180.0,1911.0,4,O6,25000000,07/25/2025,17.034386422832473,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,838,32,,O6,15 WEST 36TH STREET,,10018.0,0.0,19.0,19.0,4740.0,80500.0,1917.0,4,O6,21500000,11/21/2024,16.88356353960952,Manhattan
1,FASHION,21 OFFICE BUILDINGS,4,839,60,,O6,22 WEST 38 STREET,,10018.0,0.0,20.0,20.0,4938.0,60000.0,1912.0,4,O6,54196,04/30/2025,10.900380835342334,Manhattan
1,FASHION,22 STORE BUILDINGS,4,804,53,,K4,122 WEST 29 STREET,,10001.0,1.0,5.0,6.0,2469.0,8985.0,1920.0,4,K4,5556000,10/10/2025,15.530389162841956,Manhattan
1,FASHION,22 STORE BUILDINGS,4,805,1,,K4,341 7 AVENUE,,10001.0,0.0,6.0,6.0,1850.0,7400.0,1920.0,4,K4,73000000,01/08/2025,18.105970012811294,Manhattan
1,FASHION,22 STORE BUILDINGS,4,805,5,,K4,167 WEST 29 STREET,,10001.0,0.0,1.0,1.0,2271.0,6831.0,1920.0,4,K4,73000000,01/08/2025,18.105970012811294,Manhattan
1,FASHION,22 STORE BUILDINGS,4,809,65,,K4,136 WEST 34 STREET,,10001.0,0.0,1.0,1.0,2469.0,3845.0,1902.0,4,K4,19100000,10/17/2025,16.765198945372877,Manhattan
1,FASHION,22 STORE BUILDINGS,4,809,66,,K4,138 WEST 34 STREET,,10001.0,0.0,1.0,1.0,2469.0,12270.0,1910.0,4,K4,19100000,10/17/2025,16.765198945372877,Manhattan
1,FASHION,22 STORE BUILDINGS,4,837,84,,K4,72 WEST 36TH STREET,,10018.0,0.0,1.0,1.0,5255.0,16000.0,1915.0,4,K4,30000000,11/15/2024,17.216707972959764,Manhattan
1,FASHION,25 LUXURY HOTELS,4,804,24,,H2,121 WEST 28 STREET,,10001.0,0.0,1.0,1.0,4938.0,71500.0,2006.0,4,H2,49910000,02/27/2025,17.725731961481856,Manhattan
1,FASHION,26 OTHER HOTELS,4,778,57,,H3,232 WEST 29TH STREET,,10001.0,0.0,1.0,1.0,10825.0,71541.0,2005.0,4,H3,59830000,11/08/2024,17.90701778208024,Manhattan
1,FASHION,26 OTHER HOTELS,4,833,49,,H3,6 WEST 32 STREET,,10001.0,0.0,9.0,9.0,4938.0,80185.0,1913.0,4,H3,31993683,03/10/2025,17.281049066282993,Manhattan
1,FASHION,27 FACTORIES,4,784,71,,F5,254-258 WEST 35TH STREET,,10001.0,0.0,14.0,14.0,7406.0,106642.0,1924.0,4,F5,16150000,11/20/2024,16.59743066955244,Manhattan
1,FINANCIAL,08 RENTALS - ELEVATOR APARTMENTS,2,78,43,,D5,90 NASSAU STREET,,10038.0,7.0,4.0,11.0,1594.0,12560.0,1900.0,2,D5,10250000,08/07/2025,16.142788361109663,Manhattan
1,FINANCIAL,21 OFFICE BUILDINGS,4,11,15,,O8,70 BROAD STREET,,10004.0,3.0,3.0,6.0,3060.0,19478.0,1908.0,4,O8,20000000,03/14/2025,16.811242881518265,Manhattan
1,FINANCIAL,21 OFFICE BUILDINGS,4,33,1,,O4,77 WATER STREET,,10005.0,0.0,35.0,35.0,25779.0,541568.0,1969.0,4,O4,11100000,12/04/2024,16.22245575637265,Manhattan
1,FINANCIAL,21 OFFICE BUILDINGS,4,68,11,,O6,75 MAIDEN LANE,,10038.0,0.0,0.0,0.0,14048.0,155026.0,1925.0,4,O6,40193000,10/01/2025,17.509203433953694,Manhattan
1,FINANCIAL,22 STORE BUILDINGS,4,53,3,,K4,103 WASHINGTON STREET,,10006.0,6.0,1.0,7.0,2287.0,8501.0,1986.0,4,K4,154500000,06/25/2025,18.855704660774567,Manhattan
1,FINANCIAL,25 LUXURY HOTELS,4,53,2,,H2,99 WASHINGTON STREET,,10006.0,0.0,1.0,1.0,5165.0,142236.0,2012.0,4,H2,154500000,06/25/2025,18.855704660774567,Manhattan
1,FINANCIAL,26 OTHER HOTELS,4,40,16,,H3,52 WILLIAM STREET,,10005.0,0.0,2.0,2.0,6497.0,119467.0,1902.0,4,H3,94500000,12/12/2024,18.36411040304598,Manhattan
1,FINANCIAL,29 COMMERCIAL GARAGES,4,68,29,,G6,13 GOLD STREET,,10038.0,0.0,0.0,0.0,2241.0,0.0,,4,G6,5000000,10/01/2025,15.424948670398354,Manhattan
1,FINANCIAL,31 COMMERCIAL VACANT LAND,4,79,27,,V1,140 FULTON STREET,,10038.0,0.0,0.0,0.0,5612.0,0.0,,4,V1,26425750,10/14/2025,17.089849509373497,Manhattan
1,FINANCIAL,31 COMMERCIAL VACANT LAND,4,79,27,,V1,140-142 FULTON STREET,,10038.0,0.0,0.0,0.0,5612.0,0.0,,4,V1,36908021,01/15/2025,17.423939483757138,Manhattan
1,FLATIRON,08 RENTALS - ELEVATOR APARTMENTS,2,827,63,,D1,28 WEST 26,,10010.0,28.0,0.0,28.0,2469.0,14217.0,1925.0,2,D1,9750000,01/30/2025,16.092777945538128,Manhattan
1,FLATIRON,14 RENTALS - 4-10 UNIT,2A,821,59,,S4,"26 WEST 20TH STREET, 5",,10011.0,4.0,1.0,5.0,2576.0,12635.0,1920.0,2,S4,3925000,11/15/2024,15.182877163975684,Manhattan
1,FLATIRON,14 RENTALS - 4-10 UNIT,2A,828,13,,S4,35 WEST 26 STREET,,10010.0,4.0,1.0,5.0,2469.0,8970.0,1920.0,2,S4,10584917,07/10/2025,16.17494071570957,Manhattan
1,FLATIRON,14 RENTALS - 4-10 UNIT,2A,850,56,,S3,32 EAST 22ND STREET,,10010.0,3.0,1.0,4.0,2601.0,8900.0,1920.0,2,S3,10450000,11/21/2024,16.16211263206887,Manhattan
1,FLATIRON,21 OFFICE BUILDINGS,4,819,27,,O6,"17 WEST 17TH STREET, 7",,10011.0,6.0,5.0,11.0,4876.0,51102.0,1907.0,4,O6,3050000,08/13/2025,14.930652476452392,Manhattan
1,FLATIRON,21 OFFICE BUILDINGS,4,826,11,,O6,"49 WEST 24TH STREET, 10",,10010.0,1.0,12.0,13.0,4551.0,41800.0,1915.0,4,O6,3800000,04/03/2025,15.150511887854474,Manhattan
1,FLATIRON,21 OFFICE BUILDINGS,4,828,14,,O5,33 WEST 26 STREET,,10010.0,0.0,5.0,5.0,2469.0,11095.0,1915.0,4,O5,10584917,07/10/2025,16.17494071570957,Manhattan
1,FLATIRON,21 OFFICE BUILDINGS,4,829,57,,O6,1181 BROADWAY,,10001.0,0.0,13.0,13.0,2550.0,26899.0,1900.0,4,O6,24000000,10/09/2025,16.993564429978885,Manhattan
1,FLATIRON,21 OFFICE BUILDINGS,4,829,63,,O5,34 WEST 28 STREET,,10001.0,0.0,6.0,6.0,2716.0,14606.0,1910.0,4,O5,5215388,02/20/2025,15.467124236156698,Manhattan
1,FLATIRON,21 OFFICE BUILDINGS,4,847,27,,O6,33 EAST 18 STREET,,10003.0,0.0,20.0,20.0,12400.0,101724.0,1900.0,4,O6,38000000,02/10/2025,17.453096744006448,Manhattan
1,FLATIRON,21 OFFICE BUILDINGS,4,849,2,,O6,"137 FIFTH AVENUE, 10",,10010.0,0.0,12.0,12.0,3265.0,38650.0,1902.0,4,O6,2000000,10/24/2025,14.508658238524095,Manhattan
1,FLATIRON,25 LUXURY HOTELS,4,853,1,,H1,5 MADISON AVENUE,,10010.0,0.0,1.0,1.0,6361.0,252109.0,1932.0,4,H1,231210000,10/09/2025,19.25883695074736,Manhattan
1,FLATIRON,26 OTHER HOTELS,4,816,54,,HB,20 WEST 15 STREET,,10011.0,0.0,1.0,1.0,1812.0,10860.0,2020.0,4,HB,5185000,03/21/2025,15.461280592509777,Manhattan
1,FLATIRON,31 COMMERCIAL VACANT LAND,4,818,56,,V1,10 WEST 17TH ST,,10011.0,0.0,0.0,0.0,4140.0,0.0,,4,V1,16220000,07/22/2025,16.60175566830382,Manhattan
1,GRAMERCY,01 ONE FAMILY DWELLINGS,1,874,26,,A4,135 EAST 18TH STREET,,10003.0,1.0,0.0,1.0,1165.0,3192.0,1910.0,1,A4,3850000,10/07/2025,15.163583966004193,Manhattan
1,GRAMERCY,01 ONE FAMILY DWELLINGS,1,874,30,,A4,143 EAST 18 STREET,,10003.0,1.0,0.0,1.0,1170.0,3360.0,1920.0,1,A4,6400000,05/06/2025,15.671808704579888,Manhattan
1,GRAMERCY,07 RENTALS - WALKUP APARTMENTS,2B,874,66,,C5,120 EAST 19 STREET,,10003.0,10.0,0.0,10.0,2300.0,7500.0,1920.0,2,C5,8000000,06/13/2025,15.894952224644102,Manhattan
1,GRAMERCY,07 RENTALS - WALKUP APARTMENTS,2C,876,12,,C6,"3 GRAMERCY PARK WEST, 1F",,10003.0,6.0,0.0,6.0,2888.0,7415.0,1920.0,2,C5,900000,06/13/2025,13.710151153416941,Manhattan
1,GRAMERCY,07 RENTALS - WALKUP APARTMENTS,2,883,52,,C7,"160 EAST 28, 16F",,10016.0,12.0,2.0,14.0,1956.0,6856.0,1910.0,2,C7,1570000,02/10/2025,14.266586814266963,Manhattan
1,GRAMERCY,07 RENTALS - WALKUP APARTMENTS,2,899,27,,C1,317-319 SECOND AVENUE,,10003.0,18.0,0.0,18.0,3406.0,13152.0,1910.0,2,C1,13500000,07/16/2025,16.41820031748273,Manhattan
1,GRAMERCY,07 RENTALS - WALKUP APARTMENTS,2B,902,17,,C4,223 EAST 21 STREET,,10010.0,10.0,0.0,10.0,2178.0,6962.0,1920.0,2,C4,3154000,05/29/2025,14.964182363562776,Manhattan
1,GRAMERCY,08 RENTALS - ELEVATOR APARTMENTS,2,872,50,,D1,140 EAST 17 STREET,,10003.0,44.0,0.0,44.0,7260.0,29796.0,1910.0,2,D1,16300000,12/12/2024,16.60667572712668,Manhattan
1,GRAMERCY,08 RENTALS - ELEVATOR APARTMENTS,2,874,61,,D1,76 IRVING PLACE,,10003.0,22.0,0.0,22.0,2773.0,12492.0,1910.0,2,D1,5300000,07/30/2025,15.483217567201578,Manhattan
1,GRAMERCY,08 RENTALS - ELEVATOR APARTMENTS,2A,876,25,,D3,37 GRAMERCY PARK EAST,,10003.0,6.0,0.0,6.0,1595.0,8694.0,1927.0,2,D3,22500000,01/31/2025,16.929025911619092,Manhattan
1,GREENWICH VILLAGE-CENTRAL,01 ONE FAMILY DWELLINGS,1,574,77,,S1,69 WEST 10TH STREET,,10011.0,1.0,1.0,2.0,874.0,2128.0,1899.0,1,S1,6437500,06/23/2025,15.677650979293922,Manhattan
1,GREENWICH VILLAGE-CENTRAL,01 ONE FAMILY DWELLINGS,1,576,48,,A4,11 WEST 12TH ST,,10011.0,1.0,0.0,1.0,2581.0,8125.0,1910.0,1,A4,26500000,09/16/2025,17.0926553286923,Manhattan
1,GREENWICH VILLAGE-CENTRAL,02 TWO FAMILY DWELLINGS,1,573,25,,B2,34 WEST 10 STREET,,10011.0,2.0,0.0,2.0,1691.0,6398.0,1900.0,1,B2,24300000,04/29/2025,17.00598694946304,Manhattan
1,GREENWICH VILLAGE-CENTRAL,02 TWO FAMILY DWELLINGS,1,574,29,,B9,30 WEST 11 STREET,,10011.0,2.0,0.0,2.0,2132.0,5670.0,1900.0,1,B9,9700000,06/09/2025,16.08763654656639,Manhattan
1,GREENWICH VILLAGE-CENTRAL,02 TWO FAMILY DWELLINGS,1,575,61,,B1,21 WEST 11TH STREET,,10011.0,2.0,0.0,2.0,1957.0,4038.0,1901.0,1,B1,10300000,07/30/2025,16.14765455028724,Manhattan
1,GREENWICH VILLAGE-CENTRAL,07 RENTALS - WALKUP APARTMENTS,2,529,50,,C5,17 BLEECKER STREET,,10012.0,11.0,2.0,13.0,2600.0,17080.0,1920.0,2,C5,12000000,07/01/2025,16.300417291085605,Manhattan
1,GREENWICH VILLAGE-CENTRAL,07 RENTALS - WALKUP APARTMENTS,2B,537,5,,C5,216 THOMPSON STREET,,10012.0,8.0,1.0,9.0,2500.0,7600.0,1900.0,2,C5,6300000,03/18/2025,15.656060350091908,Manhattan
1,GREENWICH VILLAGE-CENTRAL,07 RENTALS - WALKUP APARTMENTS,2A,552,51,,C3,114 WAVERLY PLACE,,10011.0,4.0,0.0,4.0,2138.0,4974.0,1900.0,2,C3,20800000,02/13/2025,16.85046359274847,Manhattan
1,GREENWICH VILLAGE-CENTRAL,07 RENTALS - WALKUP APARTMENTS,2,559,43,,C4,139 EAST 13 STREET,,10003.0,20.0,0.0,20.0,2500.0,10947.0,1900.0,2,C4,9400000,08/01/2025,16.056220353623207,Manhattan
1,GREENWICH VILLAGE-CENTRAL,07 RENTALS - WALKUP APARTMENTS,2A,567,17,,C2,22 EAST 10 STREET,,10003.0,5.0,0.0,5.0,2307.0,5598.0,1910.0,2,C2,9750000,10/03/2025,16.092777945538128,Manhattan
1,GREENWICH VILLAGE-CENTRAL,07 RENTALS - WALKUP APARTMENTS,2B,570,14,,C7,18 EAST 13TH STREET,,10003.0,9.0,1.0,10.0,1787.0,5072.0,1900.0,2,C7,24900000,08/21/2025,17.030378401595577,Manhattan
1,GREENWICH VILLAGE-CENTRAL,07 RENTALS - WALKUP APARTMENTS,2B,570,15,,C5,20 EAST 13TH STREET,,10003.0,5.0,2.0,7.0,1675.0,6002.0,1900.0,2,C5,24900000,08/21/2025,17.030378401595577,Manhattan
1,GREENWICH VILLAGE-CENTRAL,07 RENTALS - WALKUP APARTMENTS,2,572,69,,C7,51 WEST 8 STREET,,10011.0,16.0,1.0,17.0,2348.0,9490.0,1900.0,2,C7,3740000,03/07/2025,15.134596436770359,Manhattan
1,GREENWICH VILLAGE-CENTRAL,07 RENTALS - WALKUP APARTMENTS,2,572,72,,C7,57 WEST 8 STREET,,10011.0,16.0,1.0,17.0,2348.0,9490.0,1900.0,2,C7,5060000,03/07/2025,15.436877238892087,Manhattan
1,GREENWICH VILLAGE-CENTRAL,11 SPECIAL CONDO BILLING LOTS,2,522,"1,102",,RR,"640 BROADWAY, UNIT2",UNIT2,10012.0,21.0,0.0,21.0,5158.0,41732.0,1900.0,2,RR,49500000,09/05/2025,17.71748324774094,Manhattan
1,GREENWICH VILLAGE-CENTRAL,14 RENTALS - 4-10 UNIT,2B,521,65,,S5,292 ELIZABETH STREET,,10012.0,6.0,1.0,7.0,2108.0,6678.0,1900.0,2,S5,5200000,04/28/2025,15.46416937585933,Manhattan
1,GREENWICH VILLAGE-CENTRAL,14 RENTALS - 4-10 UNIT,2A,521,73,,S5,4 BLEECKER STREET,,10012.0,5.0,1.0,6.0,2157.0,7592.0,1910.0,2,S5,2325000,12/26/2024,14.659231027111028,Manhattan
1,GREENWICH VILLAGE-CENTRAL,14 RENTALS - 4-10 UNIT,2A,529,46,,S4,9 BLEECKER STREET,,10012.0,4.0,1.0,5.0,1220.0,3357.0,1910.0,2,S4,5700000,06/12/2025,15.555976908243359,Manhattan
1,GREENWICH VILLAGE-CENTRAL,21 OFFICE BUILDINGS,4,523,46,,O6,625 BROADWAY,,10012.0,0.0,13.0,13.0,6800.0,78958.0,1896.0,4,O6,41500000,09/17/2025,17.541204009297314,Manhattan
1,GREENWICH VILLAGE-CENTRAL,21 OFFICE BUILDINGS,4,562,24,,O6,799 BROADWAY,,10003.0,0.0,3.0,3.0,19575.0,149211.0,2019.0,4,O6,255000000,11/19/2024,19.35677410704427,Manhattan
1,GREENWICH VILLAGE-CENTRAL,21 OFFICE BUILDINGS,4,569,24,,O6,88 UNIVERSITY PLACE,,10003.0,0.0,1.0,1.0,6750.0,70642.0,1906.0,4,O6,7022504,11/22/2024,15.764630549957435,Manhattan
1,GREENWICH VILLAGE-CENTRAL,22 STORE BUILDINGS,4,529,34,,K4,51 BOND STREET,,10012.0,4.0,1.0,5.0,1810.0,5442.0,1910.0,4,K4,5750000,10/23/2025,15.564710586686562,Manhattan
1,GREENWICH VILLAGE-CENTRAL,22 STORE BUILDINGS,4,553,19,,K1,44 WEST 8 STREET,,10011.0,0.0,3.0,3.0,5710.0,11450.0,1957.0,4,K1,12000000,05/02/2025,16.300417291085605,Manhattan
1,GREENWICH VILLAGE-CENTRAL,22 STORE BUILDINGS,4,555,10,,K1,57 4 AVENUE,,10003.0,0.0,2.0,2.0,3020.0,3000.0,1988.0,4,K1,9600000,10/24/2025,16.077273760604726,Manhattan
1,GREENWICH VILLAGE-CENTRAL,22 STORE BUILDINGS,4,569,25,,K4,86 UNIVERSITY PLACE,,10003.0,4.0,1.0,5.0,2345.0,6816.0,1900.0,4,K4,8000000,03/26/2025,15.894952224644102,Manhattan
1,GREENWICH VILLAGE-CENTRAL,33 EDUCATIONAL FACILITIES,4,546,40,,W6,1 WEST 4 ST,,10003.0,0.0,1.0,1.0,17287.0,85000.0,1910.0,4,W6,75500000,01/30/2025,18.139643227464287,Manhattan
1,GREENWICH VILLAGE-WEST,01 ONE FAMILY DWELLINGS,1,527,87,,A4,19 DOWNING STREET,,10014.0,1.0,0.0,1.0,1108.0,3166.0,1877.0,1,A4,9900000,03/27/2025,16.108045416114916,Manhattan
1,GREENWICH VILLAGE-WEST,01 ONE FAMILY DWELLINGS,1,583,50,,A7,11 ST. LUKE'S PLACE,,10014.0,1.0,0.0,1.0,2167.0,4759.0,1852.0,1,A7,24950000,01/22/2025,17.03238442024196,Manhattan
1,GREENWICH VILLAGE-WEST,01 ONE FAMILY DWELLINGS,1,584,29,,A4,77 BEDFORD STREET,,10014.0,1.0,0.0,1.0,1947.0,2664.0,1901.0,1,A4,11250000,04/30/2025,16.23587877550359,Manhattan
1,GREENWICH VILLAGE-WEST,01 ONE FAMILY DWELLINGS,1,586,105,,A4,36 LEROY STREET,,10014.0,1.0,0.0,1.0,597.0,1501.0,1899.0,1,A4,3200000,05/15/2025,14.978661680269907,Manhattan
1,GREENWICH VILLAGE-WEST,01 ONE FAMILY DWELLINGS,1,587,3,,A4,64 BEDFORD STREET,,10014.0,1.0,0.0,1.0,1294.0,1008.0,1899.0,1,A4,6400000,11/01/2024,15.671808704579888,Manhattan
1,GREENWICH VILLAGE-WEST,01 ONE FAMILY DWELLINGS,1,587,52,,A9,45 BARROW STREET,,10014.0,1.0,0.0,1.0,840.0,1968.0,1899.0,1,A9,7400000,01/17/2025,15.816990693309524,Manhattan
1,GREENWICH VILLAGE-WEST,01 ONE FAMILY DWELLINGS,1,608,34,,A4,110 WEST 13TH STREET,,10011.0,1.0,0.0,1.0,2065.0,3640.0,1899.0,1,A4,9600000,08/29/2025,16.077273760604726,Manhattan
1,GREENWICH VILLAGE-WEST,01 ONE FAMILY DWELLINGS,1,613,20,,A4,230 WEST 11TH STREET,,10014.0,1.0,0.0,1.0,2363.0,4400.0,1915.0,1,A4,19999900,07/29/2025,16.811237881506013,Manhattan
1,GREENWICH VILLAGE-WEST,01 ONE FAMILY DWELLINGS,1,615,16,,A4,262 WEST 12 STREET,,10014.0,1.0,0.0,1.0,1411.0,3038.0,1910.0,1,A4,8200000,09/05/2025,15.919644834185693,Manhattan
1,GREENWICH VILLAGE-WEST,01 ONE FAMILY DWELLINGS,1,615,24,,A4,246 WEST 12TH STREET,,10014.0,1.0,0.0,1.0,1501.0,4104.0,1899.0,1,A4,17700000,07/24/2025,16.68907525404123,Manhattan
1,GREENWICH VILLAGE-WEST,01 ONE FAMILY DWELLINGS,1,615,25,,A4,244 WEST 12TH ST,,10014.0,1.0,0.0,1.0,1488.0,3416.0,1910.0,1,A4,13000000,04/30/2025,16.380459992348886,Manhattan
1,GREENWICH VILLAGE-WEST,01 ONE FAMILY DWELLINGS,1,620,48,,S1,363 BLEECKER STREET,,10014.0,1.0,1.0,2.0,802.0,2448.0,1910.0,1,S1,4550000,03/19/2025,15.330638010707329,Manhattan
1,GREENWICH VILLAGE-WEST,01 ONE FAMILY DWELLINGS,1,621,60,,A4,256 WEST 4TH STREET,,10014.0,1.0,0.0,1.0,600.0,2280.0,1899.0,1,A4,6850000,09/25/2025,15.739759356223798,Manhattan
1,GREENWICH VILLAGE-WEST,01 ONE FAMILY DWELLINGS,1,621,78,,A4,85 CHARLES STREET,,10014.0,1.0,0.0,1.0,977.0,3984.0,1899.0,1,A4,11500000,08/20/2025,16.257857680289998,Manhattan
1,GREENWICH VILLAGE-WEST,01 ONE FAMILY DWELLINGS,1,631,16,,A4,130 CHARLES STREET,,10014.0,1.0,0.0,1.0,735.0,3354.0,1899.0,1,A4,6575000,02/06/2025,15.698785288119346,Manhattan
1,GREENWICH VILLAGE-WEST,01 ONE FAMILY DWELLINGS,1,633,48,,A4,310 WEST 11 STREET,,10014.0,1.0,0.0,1.0,3140.0,2520.0,1899.0,1,A4,9600000,08/11/2025,16.077273760604726,Manhattan
1,GREENWICH VILLAGE-WEST,01 ONE FAMILY DWELLINGS,1,637,55,,A4,370 WEST 11 STREET,,10014.0,1.0,0.0,1.0,2160.0,4009.0,1905.0,1,A4,19999000,05/21/2025,16.811192880270724,Manhattan
1,GREENWICH VILLAGE-WEST,02 TWO FAMILY DWELLINGS,1,586,17,,B9,12 LEROY STREET,,10014.0,2.0,0.0,2.0,1600.0,3519.0,1835.0,1,B9,8350000,02/04/2025,15.93777221658751,Manhattan
1,GREENWICH VILLAGE-WEST,02 TWO FAMILY DWELLINGS,1,586,60,,B1,6 MORTON STREET,,10014.0,2.0,0.0,2.0,659.0,1977.0,1899.0,1,B1,4750000,05/15/2025,15.373655386537118,Manhattan
